7,117,9,9,71,140,138
60,113,20,12,171,82,58
98,110,28,10,188,244,253
84,108,9,17,171,37,42
109,106,13,2,160,38,22
63,105,16,5,179,240,238
124,96,2,2,84,76,247
16,89,39,38,104,18,64
4,78,8,13,108,176,10
37,76,11,11,19,135,177
59,59,48,42,177,87,51
39,58,38,1,52,252,139
110,58,5,32,151,121,87
104,53,3,4,194,5,163
75,47,7,9,189,77,114
87,47,8,11,144,202,61
15,45,6,35,133,73,230
30,41,8,34,133,225,131
22,38,1,47,137,215,105
52,29,14,27,143,151,147
5,28,16,11,35,142,1
41,27,6,18,28,247,158
23,16,5,16,114,73,157
56,12,13,10,116,171,1
4,11,16,3,13,55,187
75,11,50,29,231,35,25
48,8,1,39,198,196,138
112,3,7,6,137,190,218
54,2,24,6,229,72,110
