0,9,1,1,158,53,153
1,9,1,1,88,168,233
3,9,1,1,146,142,84
4,9,1,1,219,171,248
5,9,1,1,232,174,144
6,9,1,1,30,143,24
7,9,1,1,223,21,83
8,9,1,1,85,87,238
9,9,1,1,25,92,158
0,8,1,1,88,154,228
1,8,1,1,249,184,151
2,8,1,1,238,44,182
4,8,1,1,46,89,56
5,8,1,1,147,247,181
6,8,1,1,67,104,95
7,8,1,1,90,252,58
8,8,1,1,255,149,54
9,8,1,1,184,62,139
0,7,1,1,138,92,15
1,7,1,1,168,123,149
2,7,1,1,116,9,49
3,7,1,1,25,156,67
4,7,1,1,117,237,140
5,7,1,1,154,154,60
6,7,1,1,131,76,164
7,7,1,1,50,146,46
8,7,1,1,159,123,100
9,7,1,1,176,30,3
0,6,1,1,109,4,84
1,6,1,1,192,250,215
2,6,1,1,99,52,5
3,6,1,1,241,109,71
4,6,1,1,35,40,191
5,6,1,1,4,227,127
6,6,1,1,44,12,79
8,6,1,1,241,254,120
9,6,1,1,69,15,18
1,5,1,1,161,98,210
2,5,1,1,108,231,140
3,5,1,1,167,204,70
4,5,1,1,119,183,11
5,5,1,1,136,22,223
6,5,1,1,86,240,173
7,5,1,1,136,104,255
8,5,1,1,137,254,247
9,5,1,1,40,47,236
0,4,1,1,74,201,77
1,4,1,1,194,138,185
2,4,1,1,5,41,248
3,4,1,1,60,196,183
4,4,1,1,59,156,217
5,4,1,1,93,160,154
6,4,1,1,1,51,24
7,4,1,1,204,223,34
8,4,1,1,36,133,54
9,4,1,1,35,20,165
0,3,1,1,204,226,192
1,3,1,1,94,49,205
2,3,1,1,68,190,238
3,3,1,1,6,2,236
4,3,1,1,140,191,190
5,3,1,1,163,213,245
6,3,1,1,149,205,148
7,3,1,1,241,88,127
8,3,1,1,38,79,253
9,3,1,1,33,50,17
0,2,1,1,202,41,29
2,2,1,1,109,11,1
3,2,1,1,55,82,91
4,2,1,1,52,192,20
5,2,1,1,41,55,125
6,2,1,1,73,36,91
9,2,1,1,95,223,16
0,1,1,1,22,30,47
1,1,1,1,10,32,150
2,1,1,1,107,158,231
3,1,1,1,139,58,160
4,1,1,1,196,188,41
5,1,1,1,247,61,173
6,1,1,1,43,154,131
8,1,1,1,180,35,172
9,1,1,1,253,209,56
0,0,1,1,205,223,180
1,0,1,1,252,167,102
4,0,1,1,0,76,77
5,0,1,1,170,72,44
6,0,1,1,209,175,9
7,0,1,1,89,146,206
8,0,1,1,204,16,136
9,0,1,1,217,70,212
