1,47,4,2,43,29,115
18,46,2,2,156,163,215
22,45,3,2,3,140,105
14,44,2,3,220,199,15
35,43,3,2,248,43,165
32,42,1,4,51,185,198
40,42,5,6,12,255,132
47,42,2,2,239,191,97
1,41,1,2,1,29,187
16,41,6,1,7,36,248
24,41,1,3,126,63,177
34,41,1,1,11,122,206
8,40,2,8,162,182,17
37,40,2,2,126,102,90
40,40,3,1,35,196,127
5,39,2,7,102,227,109
28,39,1,5,50,132,149
1,38,2,1,91,92,208
38,37,7,2,117,208,56
10,36,8,3,28,217,88
25,36,6,2,19,35,47
20,34,1,6,178,224,96
6,33,1,3,139,119,194
18,32,1,3,161,113,156
45,32,3,3,191,197,238
2,31,2,4,43,130,66
14,31,1,1,161,243,57
11,30,2,5,228,140,66
41,29,2,6,70,145,124
24,28,1,7,85,198,202
32,28,7,7,141,226,13
9,27,1,4,164,162,186
18,27,2,3,210,218,120
28,26,1,1,181,41,122
30,26,1,2,42,244,236
34,26,7,1,163,20,206
47,26,1,4,93,164,93
1,25,3,1,27,164,48
5,23,2,6,239,197,179
12,22,3,7,30,30,250
17,22,6,4,253,213,77
25,22,4,3,84,187,99
30,22,8,3,139,42,53
40,22,7,3,35,158,147
12,20,2,1,245,106,196
38,20,2,1,82,231,114
3,19,2,3,164,17,199
1,17,2,1,237,185,180
40,17,5,2,85,44,140
11,16,2,3,207,86,20
24,16,3,3,112,91,145
35,16,2,5,165,28,63
7,15,3,5,20,110,241
17,15,1,1,153,62,159
28,14,3,4,181,74,74
43,14,3,1,83,238,42
47,14,1,1,145,95,122
3,13,2,2,161,150,130
19,13,4,6,81,203,40
6,12,5,2,184,210,10
17,10,1,1,5,118,161
22,10,2,1,45,125,16
36,10,5,5,102,64,244
14,8,1,7,155,48,181
34,8,1,7,135,84,138
40,8,3,1,187,32,65
8,7,3,3,2,24,129
45,7,4,5,215,176,204
3,6,2,2,2,214,179
16,6,2,2,75,23,111
32,6,1,8,108,120,241
20,5,3,3,186,133,237
43,5,6,1,200,232,77
1,4,1,3,7,109,194
27,3,3,8,81,145,230
35,3,5,1,222,34,76
7,2,8,2,176,74,153
22,2,4,2,204,39,61
42,2,7,1,117,90,226
16,1,1,3,8,184,20
