55,58,2,1,78,247,247
13,57,1,1,119,32,122
25,57,4,1,49,114,43
39,57,3,1,182,88,239
49,57,1,1,232,86,113
17,56,3,1,78,6,160
36,56,1,1,103,78,239
2,55,4,3,18,182,17
8,55,4,3,96,159,124
32,55,2,3,253,3,142
38,55,1,1,116,69,0
53,55,1,2,210,111,169
21,54,2,1,240,71,167
35,54,1,1,215,212,67
43,54,4,1,212,41,148
56,54,1,3,168,19,206
48,53,4,3,35,10,9
13,52,3,4,131,230,60
23,52,4,1,73,102,13
31,52,2,1,245,105,102
5,51,4,1,13,225,209
17,51,2,2,45,150,98
38,51,2,2,80,87,214
44,51,3,2,217,208,172
25,50,1,1,53,31,38
50,50,3,2,85,49,174
11,49,1,1,202,206,78
17,48,1,1,17,245,39
22,48,1,3,3,21,73
28,48,1,4,7,115,92
35,48,3,2,197,94,62
45,48,3,2,51,142,66
55,48,3,4,124,226,34
14,47,1,1,20,188,206
30,47,3,4,19,204,95
1,46,1,2,112,102,77
4,46,2,3,100,201,14
46,46,1,1,139,138,195
10,45,1,2,135,136,154
42,45,3,1,88,113,60
16,44,2,1,157,98,27
21,44,1,2,37,9,58
39,44,2,3,14,146,199
51,44,2,2,222,67,183
24,43,3,3,159,167,141
28,43,3,1,63,178,140
46,43,2,1,44,82,146
54,43,1,2,18,48,123
56,43,1,2,201,37,58
5,42,4,1,154,82,102
32,42,2,2,158,163,53
1,41,1,1,246,107,35
14,41,1,1,246,162,247
26,41,2,1,43,185,36
29,40,3,1,201,56,135
17,39,2,3,184,251,11
35,39,2,4,94,177,187
48,39,3,3,4,177,87
22,38,4,1,5,225,83
1,37,1,1,118,253,213
12,37,4,1,59,36,24
41,37,3,4,214,195,35
54,37,2,4,119,23,104
3,36,1,2,112,12,244
8,36,2,4,200,95,90
27,36,4,3,165,144,10
50,36,1,1,96,44,189
12,35,2,1,174,39,89
4,34,4,1,166,94,35
24,34,2,3,153,251,178
35,34,2,2,152,108,164
38,34,3,2,206,103,9
18,33,3,4,123,149,75
48,33,1,3,225,237,209
31,32,3,3,167,49,182
53,32,4,3,143,49,97
5,31,1,2,104,76,216
27,31,3,1,226,240,165
37,31,3,1,230,103,147
42,31,2,3,255,135,223
23,30,3,1,64,153,22
46,30,1,4,98,206,114
32,29,2,2,255,134,59
8,28,4,3,223,48,0
14,28,4,3,229,149,154
20,27,2,1,121,148,16
23,27,2,1,221,1,52
38,27,3,2,183,255,171
49,26,3,4,44,211,125
18,25,2,1,12,147,228
27,25,2,4,218,233,204
56,25,3,4,30,123,41
8,24,1,2,49,137,232
31,24,1,3,173,92,69
44,24,1,3,209,236,214
1,23,4,4,54,28,251
33,23,4,2,120,219,75
38,23,4,1,60,102,144
53,23,2,1,100,43,248
11,22,4,2,221,201,194
17,22,1,2,199,149,36
23,22,1,2,153,18,255
46,22,1,3,64,94,188
48,22,2,3,175,56,46
27,21,3,1,6,85,87
5,20,1,1,252,197,62
25,20,1,2,216,78,79
55,20,4,1,156,203,235
2,19,2,2,249,250,73
7,19,1,4,15,90,46
32,19,4,3,83,0,167
25,18,1,1,153,140,171
27,18,2,2,124,243,172
40,18,3,4,10,80,31
45,18,1,1,209,110,93
52,18,1,4,139,124,181
8,17,4,1,238,78,68
13,17,4,3,103,244,207
21,16,3,4,214,44,121
27,16,4,1,6,41,69
38,16,1,1,137,161,23
48,15,3,3,252,137,131
52,15,2,1,127,171,112
2,14,3,1,56,104,30
34,14,2,3,206,11,160
55,14,2,3,223,73,194
8,13,4,3,111,53,120
31,13,1,2,136,242,47
46,13,3,1,151,182,195
2,12,3,1,83,105,122
14,12,1,4,166,139,34
17,12,1,1,179,103,236
41,12,3,4,18,183,206
19,11,4,1,138,32,102
25,11,3,4,113,175,61
9,10,3,1,98,21,107
29,10,4,2,205,77,7
35,10,2,3,157,135,143
38,10,1,4,252,203,64
48,10,4,1,223,125,109
54,10,1,3,170,50,68
20,9,1,1,141,91,180
25,9,1,1,46,165,157
13,8,3,3,192,248,167
17,8,2,2,176,252,114
41,8,4,3,204,65,193
22,7,1,3,113,87,145
54,7,1,2,254,155,243
2,6,3,4,83,236,141
30,6,4,3,79,245,120
38,6,1,1,237,11,255
48,6,2,2,113,252,78
56,6,2,1,3,143,144
7,5,4,4,191,110,169
44,4,3,3,168,242,209
17,3,1,3,16,212,206
19,3,2,3,139,29,130
26,3,1,1,131,223,241
32,3,1,1,159,189,82
39,3,4,1,218,111,2
1,2,3,3,252,242,160
13,2,1,4,169,172,180
35,2,1,4,251,234,115
48,2,3,1,61,240,141
54,2,3,2,118,111,143
5,1,4,3,237,16,85
23,1,1,4,100,212,22
43,1,4,1,151,240,140
