1,14,1,1,222,14,197
5,14,1,1,159,146,201
9,14,1,1,254,212,28
14,14,1,1,0,142,10
3,13,1,1,201,3,184
7,13,1,1,57,234,208
12,13,1,1,42,9,147
1,12,1,1,208,196,237
5,12,1,1,135,78,189
9,12,1,1,79,108,165
14,12,1,1,109,48,160
3,11,1,1,136,192,112
1,10,1,1,5,20,134
6,10,1,1,254,156,17
8,10,1,1,243,68,162
12,10,1,1,201,110,187
14,10,1,1,150,208,221
4,9,1,1,218,45,106
10,9,1,1,252,175,67
2,8,1,1,144,197,63
7,8,1,1,168,92,55
12,8,1,1,168,249,91
14,8,1,1,122,19,236
5,7,1,1,27,43,213
10,7,1,1,93,30,196
1,6,1,1,164,117,3
3,6,1,1,149,71,231
7,6,1,1,111,241,15
13,6,1,1,184,90,134
5,5,1,1,27,172,32
10,5,1,1,199,80,94
8,4,1,1,206,25,73
2,3,1,1,1,167,245
5,3,1,1,122,75,116
10,3,1,1,55,232,206
12,3,1,1,69,207,212
14,3,1,1,200,30,206
1,1,1,1,99,186,2
4,1,1,1,37,242,238
7,1,1,1,29,227,92
9,1,1,1,115,243,118
11,1,1,1,134,68,6
13,1,1,1,82,0,74
