1,73,7,2,181,10,121
47,73,10,2,192,75,106
23,72,1,1,4,242,78
57,72,4,1,3,48,10
1,71,5,2,74,68,219
63,68,1,1,104,82,214
65,68,3,6,232,155,206
70,68,4,7,172,222,223
72,67,1,1,70,11,148
37,66,6,7,129,41,131
38,65,7,1,104,150,53
63,65,8,2,108,135,222
13,64,10,10,123,57,96
59,63,1,9,197,59,21
74,63,1,4,66,190,215
23,62,1,9,33,225,103
25,62,10,10,78,136,147
57,62,2,6,210,34,118
65,62,4,2,3,61,2
71,62,3,1,185,95,136
36,61,7,2,92,182,12
46,61,9,12,159,89,248
45,60,4,1,7,35,215
15,59,5,3,4,52,192
2,58,10,12,37,50,31
24,58,7,2,135,157,19
66,56,1,2,221,25,78
67,56,1,2,180,29,91
2,55,6,1,74,21,181
24,55,2,3,124,209,200
52,55,3,6,43,186,116
64,55,1,2,195,6,86
39,54,10,5,0,123,139
61,54,1,11,68,117,70
68,54,1,5,122,93,15
42,53,2,1,75,99,33
57,53,3,9,121,117,82
63,53,1,6,234,58,219
12,52,7,7,49,69,194
47,52,8,2,199,103,155
49,51,3,1,255,141,14
55,51,1,10,239,230,42
57,51,2,2,123,43,99
7,50,1,3,42,74,115
37,50,1,4,203,251,71
48,50,6,1,220,124,1
56,50,1,8,149,41,75
72,50,1,11,60,231,85
4,49,2,5,117,19,134
41,49,5,4,214,187,237
33,48,4,12,202,27,35
59,48,6,5,27,94,80
73,48,1,10,247,215,97
10,47,1,1,7,40,201
57,47,11,1,172,23,217
6,46,1,1,231,43,193
60,44,3,1,212,60,17
0,43,3,3,51,132,99
19,43,12,12,44,152,98
72,43,2,4,243,18,50
3,42,1,4,32,245,16
34,42,1,2,126,246,198
41,42,8,2,188,71,68
13,41,1,9,26,19,184
39,41,5,1,16,36,254
14,40,3,7,11,5,187
19,39,1,4,137,206,128
49,39,5,9,74,202,209
8,38,2,4,110,212,122
14,38,1,2,191,196,149
32,38,4,4,170,29,145
56,38,2,5,28,54,161
68,38,2,10,181,52,164
71,38,2,2,42,128,22
18,37,1,3,210,212,208
66,36,5,2,25,196,5
11,35,1,8,98,247,90
38,35,5,4,33,104,197
60,35,2,7,182,207,11
14,33,1,2,1,153,0
20,33,8,8,140,179,83
28,33,8,5,53,167,97
36,33,1,12,236,152,9
1,32,3,6,155,170,242
49,31,1,3,33,133,15
62,31,2,2,171,37,108
64,31,3,5,167,93,105
5,30,3,10,164,99,150
51,30,6,7,90,254,172
70,30,3,6,60,120,160
45,29,3,10,93,143,127
40,28,1,2,143,173,46
42,28,2,1,214,22,3
48,28,5,1,205,252,220
65,28,6,1,94,63,132
15,27,12,5,32,200,250
27,26,12,6,184,126,205
55,26,6,1,1,72,141
5,25,6,5,126,25,75
40,25,5,1,233,166,204
73,25,2,2,43,147,149
9,23,10,1,62,17,21
21,23,7,1,234,200,81
40,23,1,2,201,252,184
47,23,5,5,90,93,67
62,23,3,7,101,106,117
30,22,7,4,107,51,180
44,22,6,1,66,112,52
60,22,1,2,129,57,196
27,21,12,1,8,75,137
54,21,3,1,102,120,138
17,19,1,1,236,144,9
24,19,6,2,114,156,7
32,19,4,1,253,82,145
52,19,1,9,130,70,33
63,19,3,4,48,77,253
5,17,1,2,252,152,95
31,17,8,1,11,70,135
41,17,8,4,200,139,241
0,16,3,8,83,9,121
50,16,1,2,133,108,191
68,15,5,10,236,121,62
1,14,6,2,26,250,201
31,14,12,1,112,101,161
46,14,9,1,12,116,96
8,13,8,9,165,89,248
47,13,7,1,224,233,114
55,13,5,8,79,24,84
6,12,7,1,53,164,144
19,12,11,6,13,75,55
4,11,10,1,115,95,21
57,11,12,2,214,47,161
43,10,9,3,129,206,68
3,9,8,1,189,94,253
12,9,5,2,212,241,70
54,9,7,1,102,120,181
5,7,2,1,74,153,208
32,7,11,6,170,24,142
64,7,1,1,125,187,229
1,6,3,2,70,121,62
6,6,2,1,202,208,221
15,6,1,3,28,36,183
19,6,6,5,146,220,143
26,6,4,2,229,235,160
33,6,9,1,230,159,199
57,6,5,2,90,55,44
14,5,1,1,63,212,218
53,5,6,1,181,212,250
69,5,3,9,168,119,139
11,4,1,6,79,63,5
44,4,2,1,213,172,160
12,3,4,1,60,111,86
18,3,2,1,84,6,161
61,3,6,2,172,245,213
2,2,3,2,113,142,251
17,2,1,3,179,101,210
52,2,1,11,240,156,82
54,2,10,1,34,53,25
73,2,1,5,135,81,76
22,1,5,4,77,70,142
71,1,1,4,103,13,166
5,0,1,4,155,98,161
31,0,8,5,227,165,159
46,0,4,6,142,241,96
59,0,8,1,165,16,193
